Judul,Link,Kategori,Tanggal Upload
Bos IMF Puji Program Jaminan Kesehatan Jokowi,https://www.cnnindonesia.com/ekonomi/20180226141652-532-278864/bos-imf-puji-program-jaminan-kesehatan-jokowi,Ekonomi,7 tahun yang lalu
Proyeksi Tren PHK pada Tahun Anjing Tanah,https://www.cnnindonesia.com/ekonomi/20180214134912-98-276168/proyeksi-tren-phk-pada-tahun-anjing-tanah,Ekonomi,7 tahun yang lalu
UU Pekerja Migran Dinilai Masih Kurang Melindungi Buruh,https://www.cnnindonesia.com/nasional/20180225202011-20-278714/uu-pekerja-migran-dinilai-masih-kurang-melindungi-buruh,Nasional,7 tahun yang lalu
"Risiko Bunga AS Membayangi, Pemerintah 'Kekeh' Rilis Obligasi",https://www.cnnindonesia.com/ekonomi/20180223123221-532-278306/risiko-bunga-as-membayangi-pemerintah-kekeh-rilis-obligasi,Ekonomi,7 tahun yang lalu
"Efisiensi Dihambat, BPJS Ketenagakerjaan Minta Bantuan KPK",https://www.cnnindonesia.com/ekonomi/20180222082744-78-277918/efisiensi-dihambat-bpjs-ketenagakerjaan-minta-bantuan-kpk,Ekonomi,7 tahun yang lalu
Puluhan Juta untuk Bujuk Dokter Ke Papua,https://www.cnnindonesia.com/nasional/20180222095150-20-277931/puluhan-juta-untuk-bujuk-dokter-ke-papua,Nasional,7 tahun yang lalu
BPJS Tenaker Incar 700 Ribu Perusahaan jadi Peserta,https://www.cnnindonesia.com/ekonomi/20180215162626-78-276495/bpjs-tenaker-incar-700-ribu-perusahaan-jadi-peserta,Ekonomi,7 tahun yang lalu
Kemenaker Kritik Banyak Perusahaan Belum Daftar BPJS,https://www.cnnindonesia.com/ekonomi/20180215122403-78-276409/kemenaker-kritik-banyak-perusahaan-belum-daftar-bpjs,Ekonomi,7 tahun yang lalu
"Ditangkap KPK, Bupati Subang Diduga Terima Suap Perizinan",https://www.cnnindonesia.com/nasional/20180214100059-12-276086/ditangkap-kpk-bupati-subang-diduga-terima-suap-perizinan,Nasional,7 tahun yang lalu
Bupati Subang yang Ditangkap KPK Calon Petahana di Pilkada,https://www.cnnindonesia.com/nasional/20180214100237-12-276084/bupati-subang-yang-ditangkap-kpk-calon-petahana-di-pilkada,Nasional,7 tahun yang lalu
Buruh Sawit Perusahaan Malaysia di Kalimantan Mogok Kerja,https://www.cnnindonesia.com/ekonomi/20180212171751-92-275675/buruh-sawit-perusahaan-malaysia-di-kalimantan-mogok-kerja,Ekonomi,7 tahun yang lalu
Pemerintah Usul Bayar PBI BPJS Kesehatan Tiap Tiga Bulan,https://www.cnnindonesia.com/ekonomi/20180207180510-78-274636/pemerintah-usul-bayar-pbi-bpjs-kesehatan-tiap-tiga-bulan,Ekonomi,7 tahun yang lalu
Induk Sevel Masih Tunggu Uang Jaminan Kontrak Bayar Pesangon,https://www.cnnindonesia.com/ekonomi/20180207135043-92-274545/induk-sevel-masih-tunggu-uang-jaminan-kontrak-bayar-pesangon,Ekonomi,7 tahun yang lalu
"Secuplik Kisah Tan Merry, Penderita Stroke Korban Banjir DKI",https://www.cnnindonesia.com/nasional/20180207135011-20-274539/secuplik-kisah-tan-merry-penderita-stroke-korban-banjir-dki,Nasional,7 tahun yang lalu
Pemerintah Nilai SDM Indonesia Rentan Disrupsi Ekonomi,https://www.cnnindonesia.com/ekonomi/20180206150019-92-274250/pemerintah-nilai-sdm-indonesia-rentan-disrupsi-ekonomi,Ekonomi,7 tahun yang lalu
Kepala Bappenas Kecewa dengan Pertumbuhan Ekonomi 2017,https://www.cnnindonesia.com/ekonomi/20180206103245-532-274143/kepala-bappenas-kecewa-dengan-pertumbuhan-ekonomi-2017,Ekonomi,7 tahun yang lalu
Ada Petinggi BUMN yang Belum Ikut BPJS Ketenagakerjaan,https://www.cnnindonesia.com/ekonomi/20180206132729-78-274220/ada-petinggi-bumn-yang-belum-ikut-bpjs-ketenagakerjaan,Ekonomi,7 tahun yang lalu
BPJS Ketenagakerjaan Santuni Korban Underpass Soetta,https://www.cnnindonesia.com/ekonomi/20180206113137-78-274175/bpjs-ketenagakerjaan-santuni-korban-underpass-soetta,Ekonomi,7 tahun yang lalu
BPJS Rekrut 10 Ribu Agen Jaminan Sosial Gaet Pekerja Informal,https://www.cnnindonesia.com/ekonomi/20180205182845-78-273983/bpjs-rekrut-10-ribu-agen-jaminan-sosial-gaet-pekerja-informal,Ekonomi,7 tahun yang lalu
BPJS Ketenagakerjaan Masih Kaji Iuran Jaminan PHK,https://www.cnnindonesia.com/ekonomi/20180205180125-78-273978/bpjs-ketenagakerjaan-masih-kaji-iuran-jaminan-phk,Ekonomi,7 tahun yang lalu
Mendagri Sebut Kepala Daerah Harusnya Paham Celah Korupsi,https://www.cnnindonesia.com/nasional/20180205181616-12-273976/mendagri-sebut-kepala-daerah-harusnya-paham-celah-korupsi,Nasional,7 tahun yang lalu
7 Fakta Seputar Hari Kanker dan Pentingnya Deteksi Dini,https://www.cnnindonesia.com/gaya-hidup/20180202220439-255-273522/7-fakta-seputar-hari-kanker-dan-pentingnya-deteksi-dini,Gaya Hidup,7 tahun yang lalu
Belum Semua Pemilik Angkot Tanah Abang Setuju OK Trip,https://www.cnnindonesia.com/nasional/20180202211801-20-273524/belum-semua-pemilik-angkot-tanah-abang-setuju-ok-trip,Nasional,7 tahun yang lalu
Sopir Angkot Tanah Abang Gabung OK Otrip Usai Bertemu Sandi,https://www.cnnindonesia.com/nasional/20180202174238-20-273469/sopir-angkot-tanah-abang-gabung-ok-otrip-usai-bertemu-sandi,Nasional,7 tahun yang lalu
"Anies Terbitkan 'Si Dukun', Tiru Cara AS soal Dukcapil",https://www.cnnindonesia.com/nasional/20180202110453-20-273365/anies-terbitkan-si-dukun-tiru-cara-as-soal-dukcapil,Nasional,7 tahun yang lalu
Perusahaan LQ-45 Bayarkan Imbalan Kerja Rp107 Triliun,https://www.cnnindonesia.com/ekonomi/20180131175834-92-272980/perusahaan-lq-45-bayarkan-imbalan-kerja-rp107-triliun,Ekonomi,7 tahun yang lalu
"Iuran BPJS Tidak Naik, Menteri Puan Cari Solusi Pendanaan",https://www.cnnindonesia.com/nasional/20180131151153-20-272931/iuran-bpjs-tidak-naik-menteri-puan-cari-solusi-pendanaan,Nasional,7 tahun yang lalu
RS Siti Khodijah Bantah Tolak BPJS Pasien Meninggal,https://www.cnnindonesia.com/nasional/20180131075101-20-272792/rs-siti-khodijah-bantah-tolak-bpjs-pasien-meninggal,Nasional,7 tahun yang lalu
BPJS Ketenagakerjaan Targetkan Dana Kelolaan Rp368 Triliun,https://www.cnnindonesia.com/ekonomi/20180130162929-78-272670/bpjs-ketenagakerjaan-targetkan-dana-kelolaan-rp368-triliun,Ekonomi,7 tahun yang lalu
RS Khodijah Surabaya Bantah Perawat Suntik Pasien Meninggal,https://www.cnnindonesia.com/nasional/20180130182415-20-272702/rs-khodijah-surabaya-bantah-perawat-suntik-pasien-meninggal,Nasional,7 tahun yang lalu
Kronologi Perawat Suntik Pasien Yang Sudah Meninggal,https://www.cnnindonesia.com/nasional/20180130074054-20-272515/kronologi-perawat-suntik-pasien-yang-sudah-meninggal,Nasional,7 tahun yang lalu
Sandiaga Imbau Warga Sadar Perlindungan Sosial Tenaga Kerja,https://www.cnnindonesia.com/nasional/20180128201617-20-272152/sandiaga-imbau-warga-sadar-perlindungan-sosial-tenaga-kerja,Nasional,7 tahun yang lalu
"Kebakaran Tamansari, Sandiaga Mau Semua Rumah Ikut Asuransi",https://www.cnnindonesia.com/nasional/20180128114424-20-272078/kebakaran-tamansari-sandiaga-mau-semua-rumah-ikut-asuransi,Nasional,7 tahun yang lalu
Sandi Sebut 20 Persen Warga Jakarta Alami Gangguan Kejiwaan,https://www.cnnindonesia.com/nasional/20180123183312-20-271057/sandi-sebut-20-persen-warga-jakarta-alami-gangguan-kejiwaan,Nasional,7 tahun yang lalu
Penyebab Robohnya Konstruksi LRT Kayu Putih Masih Diselidiki,https://www.cnnindonesia.com/nasional/20180123152511-20-270997/penyebab-robohnya-konstruksi-lrt-kayu-putih-masih-diselidiki,Nasional,7 tahun yang lalu
Kemenaker Kaji Skema Pendanaan Pelatihan dan Tunjangan PHK,https://www.cnnindonesia.com/ekonomi/20180123073623-92-270871/kemenaker-kaji-skema-pendanaan-pelatihan-dan-tunjangan-phk,Ekonomi,7 tahun yang lalu
Pemerintah Perbesar Porsi RDPT di Bandara Kertajati,https://www.cnnindonesia.com/ekonomi/20180120160548-92-270393/pemerintah-perbesar-porsi-rdpt-di-bandara-kertajati,Ekonomi,7 tahun yang lalu
8 Daftar Penyakit Terbesar yang 'Gerogoti' BPJS Kesehatan,https://www.cnnindonesia.com/gaya-hidup/20180119204641-258-270306/8-daftar-penyakit-terbesar-yang-gerogoti-bpjs-kesehatan,Gaya Hidup,7 tahun yang lalu
Sakit Jantung dan Kanker Terbesar 'Kuras' Duit BPJS Kesehatan,https://www.cnnindonesia.com/gaya-hidup/20180118205722-255-270029/sakit-jantung-dan-kanker-terbesar-kuras-duit-bpjs-kesehatan,Gaya Hidup,7 tahun yang lalu
BPJS Kesehatan Sebut Tingkat Kepuasan Masyarakat Meningkat,https://www.cnnindonesia.com/gaya-hidup/20180118211901-255-270035/bpjs-kesehatan-sebut-tingkat-kepuasan-masyarakat-meningkat,Gaya Hidup,7 tahun yang lalu
"ADC, Inovasi Terapi Untuk Kanker Limfoma Hodgkin",https://www.cnnindonesia.com/gaya-hidup/20180117195446-255-269715/adc-inovasi-terapi-untuk-kanker-limfoma-hodgkin,Gaya Hidup,7 tahun yang lalu
BEI Tanggung Biaya Perawatan Mahasiswa,https://www.cnnindonesia.com/nasional/20180115182635-20-269076/bei-tanggung-biaya-perawatan-mahasiswa,Nasional,7 tahun yang lalu
BPJS Jamin Biaya Perawatan Korban Reruntuhan Selasar BEI,https://www.cnnindonesia.com/nasional/20180115154826-20-269028/bpjs-jamin-biaya-perawatan-korban-reruntuhan-selasar-bei,Nasional,7 tahun yang lalu
"Efisiensi, BPJS Kesehatan Tunggu Dua Perpres Rampung",https://www.cnnindonesia.com/ekonomi/20180109140647-78-267630/efisiensi-bpjs-kesehatan-tunggu-dua-perpres-rampung,Ekonomi,7 tahun yang lalu
Bos Bursa Efek Blak-blakan Soal Tahun Anjing Bumi 2018,https://www.cnnindonesia.com/ekonomi/20171219101044-98-263391/bos-bursa-efek-blak-blakan-soal-tahun-anjing-bumi-2018,Ekonomi,7 tahun yang lalu
BPJS Kesehatan Enggan Buka-bukaan Soal Estimasi Anggaran 2018,https://www.cnnindonesia.com/ekonomi/20180102170857-92-266134/bpjs-kesehatan-enggan-buka-bukaan-soal-estimasi-anggaran-2018,Ekonomi,7 tahun yang lalu
"Tahun Baru, 69,8 Juta Orang Belum Terdaftar BPJS Kesehatan",https://www.cnnindonesia.com/ekonomi/20180102124635-78-266076/tahun-baru-698-juta-orang-belum-terdaftar-bpjs-kesehatan,Ekonomi,7 tahun yang lalu
5 Pertanyaan Kesehatan Paling Dicari di Dunia pada 2017,https://www.cnnindonesia.com/gaya-hidup/20171229085510-255-265416/5-pertanyaan-kesehatan-paling-dicari-di-dunia-pada-2017,Gaya Hidup,7 tahun yang lalu
Wejangan Sri Mulyani Agar BPJS Kesehatan Tak Melulu Defisit,https://www.cnnindonesia.com/ekonomi/20171228190747-78-265354/wejangan-sri-mulyani-agar-bpjs-kesehatan-tak-melulu-defisit,Ekonomi,7 tahun yang lalu
"SD di Bekasi Paksa Murid Beli Buku, Tim Jokowi Turun Tangan",https://www.cnnindonesia.com/nasional/20171227091631-20-264924/sd-di-bekasi-paksa-murid-beli-buku-tim-jokowi-turun-tangan,Nasional,7 tahun yang lalu
"Cegah Difteri, Menkes Ingatkan Warga Gunakan Vaksin Resmi",https://www.cnnindonesia.com/nasional/20171211101246-20-261500/cegah-difteri-menkes-ingatkan-warga-gunakan-vaksin-resmi,Nasional,7 tahun yang lalu
Perjuangan Isna Menyelamatkan Anaknya dari Ancaman Difteri,https://www.cnnindonesia.com/nasional/20171211070044-20-261488/perjuangan-isna-menyelamatkan-anaknya-dari-ancaman-difteri,Nasional,7 tahun yang lalu
Pemprov DKI akan Gelontorkan Rp70 M untuk Vaksin Difteri,https://www.cnnindonesia.com/nasional/20171208211738-20-261227/pemprov-dki-akan-gelontorkan-rp70-m-untuk-vaksin-difteri,Nasional,7 tahun yang lalu
"Pemda Urunan, Iuran BPJS Kesehatan Tak Perlu Naik",https://www.cnnindonesia.com/ekonomi/20171207190907-78-260882/pemda-urunan-iuran-bpjs-kesehatan-tak-perlu-naik,Ekonomi,7 tahun yang lalu
"Terangkat Harga Komoditas, Realisasi PNBP Lewati Target",https://www.cnnindonesia.com/ekonomi/20171128191306-532-258730/terangkat-harga-komoditas-realisasi-pnbp-lewati-target,Ekonomi,7 tahun yang lalu
DPR Panggil BPJS Kesehatan Karena Ide 'Cost Sharing' Penyakit,https://www.cnnindonesia.com/ekonomi/20171127122707-78-258311/dpr-panggil-bpjs-kesehatan-karena-ide-cost-sharing-penyakit,Ekonomi,7 tahun yang lalu
"Imunotherapy, Harapan Baru Obat Kanker Paru",https://www.cnnindonesia.com/gaya-hidup/20171124212724-255-257930/imunotherapy-harapan-baru-obat-kanker-paru,Gaya Hidup,7 tahun yang lalu
BPJS Ketenagakerjaan Incar 'Kids Zaman Now' Gaet Dana Rp375 T,https://www.cnnindonesia.com/ekonomi/20171123163707-78-257636/bpjs-ketenagakerjaan-incar-kids-zaman-now-gaet-dana-rp375-t,Ekonomi,7 tahun yang lalu
BPJS Kesehatan Sebut Defisit Anggaran Mulai Menipis,https://www.cnnindonesia.com/ekonomi/20171122160234-78-257387/bpjs-kesehatan-sebut-defisit-anggaran-mulai-menipis,Ekonomi,7 tahun yang lalu
PLN dan BPJS Jadi Langkah Awal Gojek bagi Masyarakat Nontunai,https://www.cnnindonesia.com/teknologi/20171122220928-206-257492/pln-dan-bpjs-jadi-langkah-awal-gojek-bagi-masyarakat-nontunai,Teknologi,7 tahun yang lalu
Tunggakan Iuran BPJS Kesehatan Bisa Dicicil,https://www.cnnindonesia.com/ekonomi/20171122154954-78-257384/tunggakan-iuran-bpjs-kesehatan-bisa-dicicil,Ekonomi,7 tahun yang lalu
Pemerintah Atur Siasat Antisipasi Defisit BPJS Kesehatan 2018,https://www.cnnindonesia.com/ekonomi/20171122151112-78-257376/pemerintah-atur-siasat-antisipasi-defisit-bpjs-kesehatan-2018,Ekonomi,7 tahun yang lalu
Penduduk Indonesia Berisiko Tua Sebelum Kaya,https://www.cnnindonesia.com/ekonomi/20171121161934-532-257120/penduduk-indonesia-berisiko-tua-sebelum-kaya,Ekonomi,7 tahun yang lalu
Dana Pelatihan Pekerja Kena PHK Diharapkan Rampung Tahun Ini,https://www.cnnindonesia.com/ekonomi/20171116202242-92-256187/dana-pelatihan-pekerja-kena-phk-diharapkan-rampung-tahun-ini,Ekonomi,7 tahun yang lalu
BPS: Penyederhanaan Golongan Listrik Berpotensi Kerek Inflasi,https://www.cnnindonesia.com/ekonomi/20171115151642-92-255808/bps-penyederhanaan-golongan-listrik-berpotensi-kerek-inflasi,Ekonomi,7 tahun yang lalu
OJK Batasi Kegiatan Usaha Pasaraya Life Insurance,https://www.cnnindonesia.com/ekonomi/20171113130126-78-255241/ojk-batasi-kegiatan-usaha-pasaraya-life-insurance,Ekonomi,7 tahun yang lalu
Sopir Gojek Rela Rogoh Kantong Sendiri untuk Asuransi,https://www.cnnindonesia.com/teknologi/20171111150142-206-254989/sopir-gojek-rela-rogoh-kantong-sendiri-untuk-asuransi,Teknologi,7 tahun yang lalu
"Sebulan Pertama, 1,8 Persen Pengemudi Gojek Ikut BPJS",https://www.cnnindonesia.com/teknologi/20171111154303-206-254984/sebulan-pertama-18-persen-pengemudi-gojek-ikut-bpjs,Teknologi,7 tahun yang lalu
BPJS Kesehatan 'Sunat' Pengeluaran Masyarakat Menengah Atas,https://www.cnnindonesia.com/ekonomi/20171108105758-78-254253/bpjs-kesehatan-sunat-pengeluaran-masyarakat-menengah-atas,Ekonomi,7 tahun yang lalu
BPJS Ketenagakerjaan Incar Startup jadi Peserta,https://www.cnnindonesia.com/ekonomi/20171107204002-78-254191/bpjs-ketenagakerjaan-incar-startup-jadi-peserta,Ekonomi,7 tahun yang lalu
Dana Kelolaan BPJS Ketenagakerjaan Kuartal III Lampaui Target,https://www.cnnindonesia.com/ekonomi/20171107195256-78-254181/dana-kelolaan-bpjs-ketenagakerjaan-kuartal-iii-lampaui-target,Ekonomi,7 tahun yang lalu
BPJS Kesehatan Bisa Klaim Sakit Akibat Kerja ke BPJS Tenaker,https://www.cnnindonesia.com/ekonomi/20171107193553-78-254159/bpjs-kesehatan-bisa-klaim-sakit-akibat-kerja-ke-bpjs-tenaker,Ekonomi,7 tahun yang lalu
BPJS Kesehatan Klaim Eks Jamsostek Siap Tambal Defisit,https://www.cnnindonesia.com/ekonomi/20171106170137-78-253825/bpjs-kesehatan-klaim-eks-jamsostek-siap-tambal-defisit,Ekonomi,7 tahun yang lalu
Puan Minta Pemda Ikut Kendalikan Defisit BPJS,https://www.cnnindonesia.com/ekonomi/20171106183343-78-253853/puan-minta-pemda-ikut-kendalikan-defisit-bpjs,Ekonomi,7 tahun yang lalu
Sri Mulyani Pastikan Iuran BPJS Kesehatan Tak Naik,https://www.cnnindonesia.com/ekonomi/20171106173126-78-253840/sri-mulyani-pastikan-iuran-bpjs-kesehatan-tak-naik,Ekonomi,7 tahun yang lalu
Ada Rp5 T Bagi Hasil Cukai Bisa Tambal Defisit BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20171106143017-78-253778/ada-rp5-t-bagi-hasil-cukai-bisa-tambal-defisit-bpjs-kesehatan,Ekonomi,7 tahun yang lalu
Indonesia Lambat Adopsi Registrasi Kartu Prabayar,https://www.cnnindonesia.com/teknologi/20171105142725-213-253592/indonesia-lambat-adopsi-registrasi-kartu-prabayar,Teknologi,7 tahun yang lalu
"Polisi Masih Cari Tukang Las, Tersangka Kebakaran Kembang Api",https://www.cnnindonesia.com/nasional/20171103141325-12-253248/polisi-masih-cari-tukang-las-tersangka-kebakaran-kembang-api,Nasional,7 tahun yang lalu
"Jaga Likuiditas Faskes, BPJS Kesehatan Gandeng Bank Permata",https://www.cnnindonesia.com/ekonomi/20171103163056-78-253312/jaga-likuiditas-faskes-bpjs-kesehatan-gandeng-bank-permata,Ekonomi,7 tahun yang lalu
BPJS Kesehatan Klaim Defisit Anggaran Tak Ganggu Layanan,https://www.cnnindonesia.com/ekonomi/20171103142028-78-253250/bpjs-kesehatan-klaim-defisit-anggaran-tak-ganggu-layanan,Ekonomi,7 tahun yang lalu
Anies akan Pulihkan Status Domisili Warga Kampung Akuarium,https://www.cnnindonesia.com/nasional/20171101194251-20-252834/anies-akan-pulihkan-status-domisili-warga-kampung-akuarium,Nasional,7 tahun yang lalu
Pabrik Kembang Api Kosambi Belum Pernah Lapor Jumlah Pekerja,https://www.cnnindonesia.com/nasional/20171031150301-20-252432/pabrik-kembang-api-kosambi-belum-pernah-lapor-jumlah-pekerja,Nasional,7 tahun yang lalu
Eks Staf Hukum Ahok dan Aktivis LBH Daftar Caleg Lewat PSI,https://www.cnnindonesia.com/nasional/20171101053749-32-252594/eks-staf-hukum-ahok-dan-aktivis-lbh-daftar-caleg-lewat-psi,Nasional,7 tahun yang lalu
Pabrik Kembang Api Terbakar Diminta Santuni Korban Rp171 Juta,https://www.cnnindonesia.com/nasional/20171031210256-20-252551/pabrik-kembang-api-terbakar-diminta-santuni-korban-rp171-juta,Nasional,7 tahun yang lalu
Sandi Klaim akan Tetapkan UMP DKI 2018 Sesuai Koridor Hukum,https://www.cnnindonesia.com/nasional/20171031172023-20-252482/sandi-klaim-akan-tetapkan-ump-dki-2018-sesuai-koridor-hukum,Nasional,7 tahun yang lalu
Pemerintah Niat Kerek Iuran BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20171031152940-78-252448/pemerintah-niat-kerek-iuran-bpjs-kesehatan,Ekonomi,7 tahun yang lalu
Raut Pucat Anggota DPR Jenguk Korban Luka Kebakaran,https://www.cnnindonesia.com/nasional/20171027194053-20-251709/raut-pucat-anggota-dpr-jenguk-korban-luka-kebakaran,Nasional,7 tahun yang lalu
Jurus Kantongi SIM Kilat ala Mal Pelayanan Publik,https://www.cnnindonesia.com/ekonomi/20171027161215-92-251648/jurus-kantongi-sim-kilat-ala-mal-pelayanan-publik,Ekonomi,7 tahun yang lalu
Korban Kebakaran Pabrik Kembang Api Belum Terdaftar BPJS,https://www.cnnindonesia.com/nasional/20171027155237-20-251639/korban-kebakaran-pabrik-kembang-api-belum-terdaftar-bpjs,Nasional,7 tahun yang lalu
YLKI Protes Kenaikan Cukai Rokok Kurang Tinggi,https://www.cnnindonesia.com/ekonomi/20171027092847-92-251498/ylki-protes-kenaikan-cukai-rokok-kurang-tinggi,Ekonomi,7 tahun yang lalu
Kemenkeu Desak BPJS Kesehatan Berbenah Jaga Defisit,https://www.cnnindonesia.com/ekonomi/20171026092324-78-251182/kemenkeu-desak-bpjs-kesehatan-berbenah-jaga-defisit,Ekonomi,7 tahun yang lalu
Pemerintah Akui Dana Bagi Hasil Cukai Rokok sering 'Nganggur',https://www.cnnindonesia.com/ekonomi/20171026095837-78-251188/pemerintah-akui-dana-bagi-hasil-cukai-rokok-sering-nganggur,Ekonomi,7 tahun yang lalu
"Tak Dapat PMN, Defisit BPJS Kesehatan Ditambal Cukai Rokok",https://www.cnnindonesia.com/ekonomi/20171026091022-78-251180/tak-dapat-pmn-defisit-bpjs-kesehatan-ditambal-cukai-rokok,Ekonomi,7 tahun yang lalu
Pemerintah Proyeksi Defisit BPJS Kesehatan Hanya Rp4 Triliun,https://www.cnnindonesia.com/ekonomi/20171026065941-78-251162/pemerintah-proyeksi-defisit-bpjs-kesehatan-hanya-rp4-triliun,Ekonomi,7 tahun yang lalu
Kenaikan Tarif Cukai Rokok Disisihkan untuk Bidang Kesehatan,https://www.cnnindonesia.com/ekonomi/20171025142218-78-250956/kenaikan-tarif-cukai-rokok-disisihkan-untuk-bidang-kesehatan,Ekonomi,7 tahun yang lalu
Bank Pelat Merah Takar Ulang Target Kredit 2017,https://www.cnnindonesia.com/ekonomi/20171025122002-78-250931/bank-pelat-merah-takar-ulang-target-kredit-2017,Ekonomi,7 tahun yang lalu
Peserta BPJS Ketenagakerjaan Setor Iuran Rp40 Triliun,https://www.cnnindonesia.com/ekonomi/20171024200819-92-250794/peserta-bpjs-ketenagakerjaan-setor-iuran-rp40-triliun,Ekonomi,7 tahun yang lalu
Induk Sevel Rambah Bisnis Peternakan Sapi Demi Bayar Utang,https://www.cnnindonesia.com/ekonomi/20171022150733-92-250096/induk-sevel-rambah-bisnis-peternakan-sapi-demi-bayar-utang,Ekonomi,7 tahun yang lalu
Janji Honor UMP untuk Pak Ogah Tak Kunjung Terwujud,https://www.cnnindonesia.com/nasional/20171022142948-20-250094/janji-honor-ump-untuk-pak-ogah-tak-kunjung-terwujud,Nasional,7 tahun yang lalu
Kasus Korupsi Jaminan Kesehatan Naik di Era Jokowi-JK,https://www.cnnindonesia.com/nasional/20171020211605-12-249891/kasus-korupsi-jaminan-kesehatan-naik-di-era-jokowi-jk,Nasional,7 tahun yang lalu
"3 Tahun Jokowi, Lakon Marsinah dan Beban Jumbo BPJS Kesehatan",https://www.cnnindonesia.com/ekonomi/20171018051335-78-249128/3-tahun-jokowi-lakon-marsinah-dan-beban-jumbo-bpjs-kesehatan,Ekonomi,7 tahun yang lalu
BPJS Mulai Bidik Pengemudi Transportasi Online,https://www.cnnindonesia.com/teknologi/20171018171022-185-249273/bpjs-mulai-bidik-pengemudi-transportasi-online,Teknologi,7 tahun yang lalu
Pemain Sepak Bola Diimbau Ikut BPJS Kesehatan,https://www.cnnindonesia.com/olahraga/20171017192845-142-249079/pemain-sepak-bola-diimbau-ikut-bpjs-kesehatan,Olahraga,7 tahun yang lalu
"Urusi Pak Ogah, Polisi Tunggu Jadwal Anies-Sandi",https://www.cnnindonesia.com/nasional/20171016145910-20-248748/urusi-pak-ogah-polisi-tunggu-jadwal-anies-sandi,Nasional,7 tahun yang lalu
